7970, 9999950000
7969, 9999950000
7980, 9999950000
7952, 9999950000
7989, 9999950000
8095, 9999950000
7939, 9999950000
8031, 9999950000
7964, 9999950000
7981, 9999950000
7991, 9999950000
7972, 9999950000
7949, 9999950000
7958, 9999950000
7930, 9999950000
7957, 9999950000
7946, 9999950000
7946, 9999950000
7961, 9999950000
7938, 9999950000
7959, 9999950000
7977, 9999950000
7969, 9999950000
7949, 9999950000
7963, 9999950000
7975, 9999950000
7956, 9999950000
7958, 9999950000
7979, 9999950000
7981, 9999950000
