31827, 39999900000
31868, 39999900000
31873, 39999900000
31764, 39999900000
31805, 39999900000
31805, 39999900000
31811, 39999900000
31861, 39999900000
31880, 39999900000
31863, 39999900000
31783, 39999900000
31828, 39999900000
31904, 39999900000
31865, 39999900000
31856, 39999900000
31850, 39999900000
31825, 39999900000
31845, 39999900000
31827, 39999900000
31783, 39999900000
31834, 39999900000
31776, 39999900000
31804, 39999900000
31818, 39999900000
31824, 39999900000
31886, 39999900000
31887, 39999900000
31883, 39999900000
31951, 39999900000
31922, 39999900000
